Id,SalePrice
1733,118392.0
1734,127243.0
1735,125619.0
1736,115325.0
1737,307316.0
1738,239482.0
1739,258735.0
1740,239733.0
1741,203335.0
1742,175911.0
1743,173715.0
1744,325595.0
1745,211935.0
1746,174847.0
1747,220952.0
1748,227579.0
1749,152104.0
1750,124193.0
1751,240376.0
1752,119594.0
1753,151303.0
1754,197608.0
1755,171280.0
1756,130647.0
1757,122170.0
1758,147687.0
1759,158321.0
1760,166068.0
1761,148067.0
1762,179824.0
1763,181272.0
1764,117568.0
1765,163091.0
1766,187726.0
1767,222228.0
1768,148664.0
1769,167861.0
1770,148347.0
1771,129207.0
1772,140603.0
1773,134946.0
1774,140630.0
1775,139578.0
1776,130611.0
1777,106078.0
1778,140778.0
1779,123282.0
1780,172313.0
1781,125476.0
1782,91013.0
1783,154309.0
1784,115746.0
1785,123103.0
1786,142299.0
1787,169176.0
1788,64036.0
1789,93352.0
1790,85582.0
1791,177771.0
1792,151689.0
1793,120602.0
1794,147200.0
1795,130969.0
1796,121434.0
1797,109034.0
1798,120305.0
1799,114073.0
1800,131930.0
1801,131272.0
1802,120298.0
1803,147496.0
1804,140391.0
1805,129285.0
1806,114106.0
1807,123081.0
1808,117538.0
1809,124417.0
1810,144056.0
1811,88656.0
1812,94407.0
1813,122744.0
1814,94543.0
1815,59994.0
1816,100006.0
1817,122550.0
1818,150877.0
1819,133409.0
1820,39534.11
1821,106591.0
1822,154416.0
1823,35426.16
1824,122740.0
1825,146118.0
1826,107272.0
1827,100366.0
1828,130910.0
1829,115010.0
1830,145427.0
1831,136459.0
1832,87092.0
1833,140342.0
1834,121122.0
1835,121014.0
1836,121609.0
1837,91171.0
1838,131715.0
1839,94679.0
1840,156393.0
1841,146335.0
1842,87958.0
1843,131294.0
1844,138618.0
1845,148078.0
1846,157446.0
1847,172478.0
1848,67479.0
1849,110491.0
1850,120101.0
1851,150337.0
1852,123830.0
1853,137293.0
1854,164331.0
1855,138698.0
1856,224002.0
1857,155263.0
1858,136968.0
1859,117221.0
1860,150686.0
1861,116654.0
1862,306719.0
1863,291180.0
1864,291329.0
1865,350569.0
1866,340513.0
1867,230780.0
1868,286486.0
1869,199565.0
1870,226889.0
1871,254777.0
1872,174109.0
1873,244608.0
1874,143131.0
1875,196463.0
1876,199834.0
1877,209533.0
1878,211460.0
1879,132154.0
1880,134551.0
1881,244387.0
1882,245608.0
1883,180837.0
1884,207197.0
1885,242700.0
1886,284358.0
1887,213983.0
1888,265482.0
1889,167517.0
1890,120508.0
1891,124902.0
1892,98571.0
1893,129848.0
1894,125961.0
1895,140139.0
1896,125208.0
1897,117516.0
1898,112145.0
1899,160421.0
1900,144113.0
1901,169061.0
1902,155823.0
1903,208503.0
1904,152252.0
1905,203951.0
1906,147273.0
1907,210128.0
1908,107383.0
1909,128031.0
1910,117377.0
1911,217891.0
1912,319640.0
1913,146658.0
1914,42899.78
1915,327579.0
1916,68649.0
1917,248236.0
1918,136744.0
1919,167610.0
1920,151092.0
1921,412497.0
1922,320877.0
1923,222172.0
1924,236472.0
1925,187716.0
1926,397800.0
1927,135801.0
1928,156819.0
1929,126702.0
1930,122983.0
1931,140206.0
1932,133199.0
1933,191585.0
1934,180420.0
1935,170432.0
1936,196684.0
1937,177734.0
1938,177851.0
1939,238310.0
1940,183155.0
1941,171720.0
1942,179537.0
1943,215046.0
1944,386820.0
1945,407692.0
1946,160230.0
1947,326104.0
1948,184771.0
1949,252227.0
1950,187299.0
1951,259307.0
1952,216335.0
1953,176959.0
1954,176695.0
1955,131034.0
1956,320814.0
1957,156951.0
1958,310235.0
1959,144057.0
1960,114483.0
1961,121709.0
1962,94923.0
1963,103522.0
1964,114075.0
1965,142694.0
1966,135089.0
1967,284296.0
1968,444913.0
1969,401207.0
1970,432427.0
1971,468366.0
1972,370091.0
1973,263283.0
1974,335160.0
1975,567623.1000000001
1976,270325.0
1977,358153.0
1978,367377.0
1979,328077.0
1980,204842.0
1981,357787.0
1982,211097.0
1983,193131.0
1984,166899.0
1985,230144.0
1986,211694.0
1987,180696.0
1988,176717.0
1989,190176.0
1990,212612.0
1991,236940.0
1992,218493.0
1993,167513.0
1994,233671.0
1995,180407.0
1996,250823.0
1997,308930.0
1998,329191.0
1999,270766.0
2000,320405.0
2001,277105.0
2002,240006.0
2003,260015.0
2004,279230.0
2005,220562.0
2006,229771.0
2007,247512.0
2008,230636.0
2009,199798.0
2010,191733.0
2011,136576.0
2012,169262.0
2013,182093.0
2014,190755.0
2015,208450.0
2016,195835.0
2017,194545.0
2018,120542.0
2019,133540.0
2020,102437.0
2021,101641.0
2022,188415.0
2023,145041.0
2024,263918.0
2025,343116.0
2026,177806.0
2027,165516.0
2028,148960.0
2029,169310.0
2030,264890.0
2031,228492.0
2032,247816.0
2033,252995.0
2034,173506.0
2035,217390.0
2036,198919.0
2037,209611.0
2038,305092.0
2039,227960.0
2040,282834.0
2041,295598.0
2042,204939.0
2043,177891.0
2044,174305.0
2045,210853.0
2046,144796.0
2047,144913.0
2048,142163.0
2049,140356.0
2050,170789.0
2051,108141.0
2052,127186.0
2053,149103.0
2054,86801.0
2055,160556.0
2056,137758.0
2057,114964.0
2058,224400.0
2059,136765.0
2060,177885.0
2061,168682.0
2062,132233.0
2063,121229.0
2064,142806.0
2065,115907.0
2066,160182.0
2067,110664.0
2068,141113.0
2069,86557.0
2070,113892.0
2071,99028.0
2072,138499.0
2073,135741.0
2074,180389.0
2075,143366.0
2076,122760.0
2077,162326.0
2078,132628.0
2079,128867.0
2080,116028.0
2081,124428.0
2082,115930.0
2083,146797.0
2084,114469.0
2085,118198.0
2086,100987.0
2087,122697.0
2088,97169.0
2089,77417.0
2090,127232.0
2091,113705.0
2092,124306.0
2093,116791.0
2094,104363.0
2095,142463.0
2096,72003.0
2097,97892.0
2098,146983.0
2099,44510.62
2100,83183.0
2101,114391.0
2102,118226.0
2103,109812.0
2104,139287.0
2105,134839.0
2106,88215.0
2107,204931.0
2108,113602.0
2109,110051.0
2110,134617.0
2111,128452.0
2112,140671.0
2113,118083.0
2114,120473.0
2115,164288.0
2116,114020.0
2117,151821.0
2118,123687.0
2119,110244.0
2120,113405.0
2121,89435.0
2122,122054.0
2123,76439.0
2124,150787.0
2125,137270.0
2126,161776.0
2127,159599.0
2128,123609.0
2129,92830.0
2130,136397.0
2131,132651.0
2132,119917.0
2133,120165.0
2134,126207.0
2135,95286.0
2136,79977.0
2137,110620.0
2138,129505.0
2139,148029.0
2140,140298.0
2141,152962.0
2142,127213.0
2143,146192.0
2144,124160.0
2145,138474.0
2146,171037.0
2147,137795.0
2148,134348.0
2149,152916.0
2150,231563.0
2151,114660.0
2152,168479.0
2153,173822.0
2154,103764.0
2155,133063.0
2156,271800.0
2157,235441.0
2158,241721.0
2159,205694.0
2160,174257.0
2161,232208.0
2162,385415.0
2163,362337.0
2164,254484.0
2165,213275.0
2166,151452.0
2167,226120.0
2168,201224.0
2169,197799.0
2170,220857.0
2171,157812.0
2172,128028.0
2173,165833.0
2174,230250.0
2175,289634.0
2176,323547.0
2177,244433.0
2178,209309.0
2179,137491.0
2180,214898.0
2181,190023.0
2182,216282.0
2183,185307.0
2184,123600.0
2185,126009.0
2186,144875.0
2187,146792.0
2188,147290.0
2189,266361.0
2190,81784.0
2191,82386.0
2192,93500.0
2193,111376.0
2194,98502.0
2195,114523.0
2196,99321.0
2197,119937.0
2198,152292.0
2199,181086.0
2200,153405.0
2201,146653.0
2202,217295.0
2203,139615.0
2204,176791.0
2205,124134.0
2206,150868.0
2207,200512.0
2208,258457.0
2209,267796.0
2210,118251.0
2211,110113.0
2212,117196.0
2213,105478.0
2214,134725.0
2215,100443.0
2216,150283.0
2217,77322.0
2218,79865.0
2219,69976.0
2220,67836.0
2221,325711.0
2222,289347.0
2223,303060.0
2224,208440.0
2225,119581.0
2226,191717.0
2227,198070.0
2228,258978.0
2229,248297.0
2230,149929.0
2231,217854.0
2232,180680.0
2233,181997.0
2234,240422.0
2235,229036.0
2236,252620.0
2237,332904.0
2238,199321.0
2239,105411.0
2240,161149.0
2241,162080.0
2242,125242.0
2243,130569.0
2244,101944.0
2245,103821.0
2246,140517.0
2247,105774.0
2248,128523.0
2249,119783.0
2250,128224.0
2251,124826.0
2252,173844.0
2253,153236.0
2254,175646.0
2255,182206.0
2256,171467.0
2257,208058.0
2258,154274.0
2259,175924.0
2260,152243.0
2261,187848.0
2262,205216.0
2263,387473.0
2264,553756.5
2265,167959.0
2266,297398.0
2267,372540.0
2268,400823.0
2269,149814.0
2270,195733.0
2271,214815.0
2272,201251.0
2273,163629.0
2274,187697.0
2275,168670.0
2276,195137.0
2277,185987.0
2278,138265.0
2279,125579.0
2280,118173.0
2281,170215.0
2282,191577.0
2283,103238.0
2284,114310.0
2285,140649.0
2286,125033.0
2287,359956.0
2288,274061.0
2289,372014.0
2290,487323.0
2291,333122.0
2292,443685.0
2293,502501.0
2294,423431.0
2295,487718.0
2296,279897.0
2297,344028.0
2298,336015.0
2299,364085.0
2300,341533.0
2301,305979.0
2302,246543.0
2303,236680.0
2304,241730.0
2305,191340.0
2306,187523.0
2307,198074.0
2308,231022.0
2309,281220.0
2310,205901.0
2311,199977.0
2312,176059.0
2313,174516.0
2314,162543.0
2315,179600.0
2316,191182.0
2317,186842.0
2318,180432.0
2319,178227.0
2320,176057.0
2321,239009.0
2322,173464.0
2323,190298.0
2324,176177.0
2325,213108.0
2326,171907.0
2327,204289.0
2328,225784.0
2329,188403.0
2330,178971.0
2331,341485.0
2332,396214.0
2333,316465.0
2334,260570.0
2335,273726.0
2336,321783.0
2337,194614.0
2338,268395.0
2339,217974.0
2340,395181.0
2341,220107.0
2342,229957.0
2343,228251.0
2344,218339.0
2345,230546.0
2346,208509.0
2347,194314.0
2348,237511.0
2349,182132.0
2350,312112.0
2351,262581.0
2352,254000.0
2353,253784.0
2354,133995.0
2355,135666.0
2356,153951.0
2357,184744.0
2358,203817.0
2359,133981.0
2360,116326.0
2361,151038.0
2362,270128.0
2363,145447.0
2364,149308.0
2365,211905.0
2366,192194.0
2367,223708.0
2368,223422.0
2369,220275.0
2370,168804.0
2371,169803.0
2372,196594.0
2373,288026.0
2374,329292.0
2375,246702.0
2376,299554.0
2377,345002.0
2378,149701.0
2379,208414.0
2380,144937.0
2381,174610.0
2382,202108.0
2383,198958.0
2384,246665.0
2385,166772.0
2386,130732.0
2387,132567.0
2388,99086.0
2389,121399.0
2390,153944.0
2391,148932.0
2392,113188.0
2393,172297.0
2394,145964.0
2395,212143.0
2396,143660.0
2397,215863.0
2398,133289.0
2399,60040.0
2400,60684.0
2401,117234.0
2402,142714.0
2403,144728.0
2404,155216.0
2405,163323.0
2406,139134.0
2407,128099.0
2408,143921.0
2409,123347.0
2410,158564.0
2411,117338.0
2412,156193.0
2413,134905.0
2414,150640.0
2415,134543.0
2416,124226.0
2417,132382.0
2418,128170.0
2419,131615.0
2420,127102.0
2421,148133.0
2422,110891.0
2423,129281.0
2424,143663.0
2425,206803.0
2426,135553.0
2427,140565.0
2428,168283.0
2429,114491.0
2430,128761.0
2431,101830.0
2432,148893.0
2433,146806.0
2434,146039.0
2435,152659.0
2436,107564.0
2437,111861.0
2438,129660.0
2439,107387.0
2440,118096.0
2441,90262.0
2442,93396.0
2443,119250.0
2444,130934.0
2445,86330.0
2446,138846.0
2447,179931.0
2448,126675.0
2449,111384.0
2450,147688.0
2451,129401.0
2452,199435.0
2453,94375.0
2454,124084.0
2455,116909.0
2456,134974.0
2457,139965.0
2458,125683.0
2459,116255.0
2460,139707.0
2461,126836.0
2462,140187.0
2463,124312.0
2464,180941.0
2465,145130.0
2466,122071.0
2467,126873.0
2468,91318.0
2469,81596.0
2470,184348.0
2471,195028.0
2472,165543.0
2473,117447.0
2474,93151.0
2475,212689.0
2476,114944.0
2477,127057.0
2478,152745.0
2479,106182.0
2480,155119.0
2481,126249.0
2482,129034.0
2483,114437.0
2484,126553.0
2485,130536.0
2486,157270.0
2487,175498.0
2488,158418.0
2489,151492.0
2490,144364.0
2491,87147.0
2492,190651.0
2493,148655.0
2494,144347.0
2495,83449.0
2496,232683.0
2497,152400.0
2498,114074.0
2499,82324.0
2500,126108.0
2501,143223.0
2502,144226.0
2503,93801.0
2504,176428.0
2505,232250.0
2506,250185.0
2507,281273.0
2508,248484.0
2509,216501.0
2510,213365.0
2511,171468.0
2512,205742.0
2513,229220.0
2514,238839.0
2515,150383.0
2516,173052.0
2517,145571.0
2518,150027.0
2519,240710.0
2520,218851.0
2521,186609.0
2522,228075.0
2523,126992.0
2524,144934.0
2525,149334.0
2526,139835.0
2527,117367.0
2528,128497.0
2529,136215.0
2530,120314.0
2531,257517.0
2532,225849.0
2533,194057.0
2534,229102.0
2535,300406.0
2536,226360.0
2537,237741.0
2538,177737.0
2539,183925.0
2540,182658.0
2541,178368.0
2542,172017.0
2543,124450.0
2544,119305.0
2545,136055.0
2546,123884.0
2547,134074.0
2548,147485.0
2549,156241.0
2550,852071.0000000001
2551,136008.0
2552,129367.0
2553,74960.0
2554,91352.0
2555,115220.0
2556,109335.0
2557,115045.0
2558,152791.0
2559,142846.0
2560,151023.0
2561,139446.0
2562,145782.0
2563,147017.0
2564,205304.0
2565,149805.0
2566,163380.0
2567,139335.0
2568,204752.0
2569,233592.0
2570,115053.0
2571,194681.0
2572,139420.0
2573,224256.0
2574,271435.0
2575,126517.0
2576,120783.0
2577,150957.0
2578,85220.0
2579,75725.0
2580,98782.0
2581,102133.0
2582,103317.0
2583,278876.0
2584,177869.0
2585,196018.0
2586,222079.0
2587,197785.0
2588,137156.0
2589,147329.0
2590,206035.0
2591,211563.0
2592,209472.0
2593,244510.0
2594,174950.0
2595,199236.0
2596,294181.0
2597,184564.0
2598,292103.0
2599,309791.0
2600,163983.0
2601,144590.0
2602,84126.0
2603,98816.0
2604,90182.0
2605,76651.0
2606,150569.0
2607,210831.0
2608,192424.0
2609,171038.0
2610,112937.0
2611,117870.0
2612,153831.0
2613,133909.0
2614,124840.0
2615,159931.0
2616,146048.0
2617,184401.0
2618,205908.0
2619,192043.0
2620,190751.0
2621,175070.0
2622,177344.0
2623,240631.0
2624,321620.0
2625,298864.0
2626,170066.0
2627,159671.0
2628,559770.2000000001
2629,576067.8
2630,371278.0
2631,475573.0
2632,434466.0
2633,300914.0
2634,444903.0
2635,156368.0
2636,178053.0
2637,181616.0
2638,260552.0
2639,184054.0
2640,154260.0
2641,107402.0
2642,192945.0
2643,101040.0
2644,117218.0
2645,107229.0
2646,95928.0
2647,104258.0
2648,147369.0
2649,148208.0
2650,132659.0
2651,143928.0
2652,387307.0
2653,245834.0
2654,249515.0
2655,425081.0
2656,310873.0
2657,349082.0
2658,307460.0
2659,302979.0
2660,355429.0
2661,352534.0
2662,369486.0
2663,277798.0
2664,271804.0
2665,324218.0
2666,277287.0
2667,167868.0
2668,174896.0
2669,183243.0
2670,273175.0
2671,180658.0
2672,189771.0
2673,202390.0
2674,195414.0
2675,172680.0
2676,192095.0
2677,194224.0
2678,255483.0
2679,267685.0
2680,280191.0
2681,405938.0
2682,319842.0
2683,589237.0
2684,316853.0
2685,318192.0
2686,248946.0
2687,326553.0
2688,209681.0
2689,201950.0
2690,445109.0
2691,191551.0
2692,135969.0
2693,195787.0
2694,134124.0
2695,192009.0
2696,181644.0
2697,188564.0
2698,198115.0
2699,176308.0
2700,161365.0
2701,149492.0
2702,115399.0
2703,117962.0
2704,137452.0
2705,117764.0
2706,113550.0
2707,123987.0
2708,133545.0
2709,102404.0
2710,127239.0
2711,295651.0
2712,397839.0
2713,172018.0
2714,149456.0
2715,175460.0
2716,139938.0
2717,197748.0
2718,221005.0
2719,164943.0
2720,169748.0
2721,134218.0
2722,162074.0
2723,134700.0
2724,130109.0
2725,132718.0
2726,150509.0
2727,173268.0
2728,179853.0
2729,153249.0
2730,150064.0
2731,124936.0
2732,138375.0
2733,154205.0
2734,147509.0
2735,144428.0
2736,143804.0
2737,121620.0
2738,135135.0
2739,159858.0
2740,129563.0
2741,150260.0
2742,151404.0
2743,154940.0
2744,156357.0
2745,134727.0
2746,137630.0
2747,144440.0
2748,121722.0
2749,135484.0
2750,136009.0
2751,138984.0
2752,176160.0
2753,145507.0
2754,240895.0
2755,130916.0
2756,97265.0
2757,69317.0
2758,85133.0
2759,164252.0
2760,125627.0
2761,143444.0
2762,143559.0
2763,173857.0
2764,145984.0
2765,272933.0
2766,126885.0
2767,90166.0
2768,128454.0
2769,137552.0
2770,131658.0
2771,109415.0
2772,113264.0
2773,176751.0
2774,144387.0
2775,108751.0
2776,137970.0
2777,151449.0
2778,96413.0
2779,119105.0
2780,87814.0
2781,97404.0
2782,97886.0
2783,105971.0
2784,124395.0
2785,140317.0
2786,68960.0
2787,121365.0
2788,79453.0
2789,165366.0
2790,94551.0
2791,113820.0
2792,40766.11
2793,156153.0
2794,99281.0
2795,123670.0
2796,103213.0
2797,209431.0
2798,109739.0
2799,114888.0
2800,67718.0
2801,104621.0
2802,138061.0
2803,171253.0
2804,127577.0
2805,94937.0
2806,82421.0
2807,154076.0
2808,150584.0
2809,138352.0
2810,127935.0
2811,165034.0
2812,165379.0
2813,158625.0
2814,153687.0
2815,91519.0
2816,225154.0
2817,154201.0
2818,138524.0
2819,167555.0
2820,144438.0
2821,107026.0
2822,199402.0
2823,365045.0
2824,194228.0
2825,148528.0
2826,132272.0
2827,130917.0
2828,227440.0
2829,203532.0
2830,231956.0
2831,170532.0
2832,251796.0
2833,310811.0
2834,221502.0
2835,225332.0
2836,192092.0
2837,157421.0
2838,147501.0
2839,180478.0
2840,203707.0
2841,205179.0
2842,232573.0
2843,148157.0
2844,163762.0
2845,120493.0
2846,210517.0
2847,207889.0
2848,212641.0
2849,194149.0
2850,279927.0
2851,221146.0
2852,236195.0
2853,241787.0
2854,138880.0
2855,198950.0
2856,197452.0
2857,186272.0
2858,200865.0
2859,125893.0
2860,132805.0
2861,126509.0
2862,192203.0
2863,120377.0
2864,248969.0
2865,133574.0
2866,136769.0
2867,102824.0
2868,97784.0
2869,100245.0
2870,124840.0
2871,82814.0
2872,58799.0
2873,100829.0
2874,141193.0
2875,108500.0
2876,162521.0
2877,142173.0
2878,157720.0
2879,140889.0
2880,94010.0
2881,138794.0
2882,175764.0
2883,200540.0
2884,204322.0
2885,191309.0
2886,249455.0
2887,92417.0
2888,142475.0
2889,43902.32
2890,81970.0
2891,138886.0
2892,34623.82
2893,70143.0
2894,43203.16
2895,339269.0
2896,285221.0
2897,206264.0
2898,140864.0
2899,207473.0
2900,160598.0
2901,210146.0
2902,189161.0
2903,328463.0
2904,355910.0
2905,101945.0
2906,196920.0
2907,111637.0
2908,121485.0
2909,147361.0
2910,81018.0
2911,83361.0
2912,146138.0
2913,82200.0
2914,81661.0
2915,86688.0
2916,81918.0
2917,164966.0
2918,115359.0
2919,212033.0
